education,employment,annual_income,loan_amount,loan_term,cibil_score,loan_status
 Not Graduate, No,9000000,28400000,4,612, Approved
 Graduate, Yes,1400000,2700000,14,819, Approved
 Graduate, No,8800000,20200000,6,627, Approved
 Not Graduate, Yes,5400000,14700000,4,359, Rejected
 Graduate, No,6100000,19100000,6,341, Rejected
 Graduate, No,1000000,3600000,4,570, Approved
 Graduate, Yes,7700000,18100000,20,736, Approved
 Graduate, Yes,6100000,12900000,2,302, Rejected
 Not Graduate, Yes,7700000,21000000,12,420, Rejected
 Graduate, Yes,4700000,12000000,2,416, Rejected
 Graduate, Yes,9100000,34800000,20,836, Approved
 Graduate, Yes,5800000,12700000,12,528, Rejected
 Not Graduate, No,8500000,24900000,2,405, Rejected
 Graduate, Yes,9900000,33400000,14,783, Approved
 Not Graduate, Yes,2000000,4000000,10,636, Approved
 Not Graduate, Yes,5000000,16800000,6,711, Approved
 Graduate, Yes,3200000,11800000,16,848, Approved
 Not Graduate, Yes,8000000,27800000,8,804, Approved
 Not Graduate, Yes,1200000,2800000,14,892, Approved
 Not Graduate, Yes,5800000,22800000,14,696, Approved
 Graduate, No,2500000,7600000,20,888, Approved
 Not Graduate, Yes,600000,1400000,10,699, Approved
 Graduate, No,4900000,13000000,10,865, Approved
 Graduate, Yes,9400000,37300000,14,383, Rejected
 Graduate, No,5300000,19300000,16,368, Rejected
 Not Graduate, No,5100000,15800000,4,607, Approved
 Not Graduate, Yes,2900000,8900000,18,827, Approved
 Graduate, No,9100000,34000000,12,672, Approved
 Not Graduate, Yes,8800000,26700000,12,708, Approved
 Not Graduate, No,2600000,8800000,10,682, Approved
 Graduate, Yes,9700000,25500000,18,741, Approved
 Not Graduate, Yes,600000,1200000,8,343, Rejected
 Graduate, Yes,4100000,11100000,16,785, Approved
 Not Graduate, Yes,8000000,28000000,20,830, Approved
 Graduate, No,8800000,26700000,16,696, Approved
 Graduate, No,200000,300000,12,697, Approved
 Graduate, Yes,3800000,11700000,2,351, Approved
 Graduate, No,6800000,21800000,10,556, Approved
 Graduate, No,8600000,31800000,2,895, Approved
 Graduate, Yes,2800000,8400000,10,534, Rejected
 Graduate, No,8000000,29800000,12,736, Approved
 Graduate, Yes,2300000,5500000,16,629, Approved
 Graduate, Yes,7600000,16200000,20,657, Approved
 Graduate, No,2900000,11300000,12,839, Approved
 Not Graduate, No,7900000,25700000,18,589, Approved
 Not Graduate, No,1900000,4500000,6,805, Approved
 Not Graduate, Yes,4600000,13600000,20,729, Approved
 Not Graduate, No,2600000,7700000,6,399, Rejected
 Not Graduate, No,2700000,6700000,8,413, Rejected
 Graduate, Yes,6300000,13200000,16,321, Rejected
 Graduate, Yes,2600000,7500000,2,853, Approved
 Not Graduate, Yes,7700000,23400000,6,400, Rejected
 Graduate, Yes,7400000,16300000,16,630, Approved
 Graduate, Yes,7300000,21600000,20,557, Approved
 Graduate, No,2900000,7600000,2,358, Rejected
 Graduate, Yes,6600000,16000000,10,510, Rejected
 Graduate, Yes,2700000,9600000,14,554, Approved
 Graduate, Yes,8300000,27700000,4,596, Approved
 Graduate, No,4900000,18500000,8,659, Approved
 Graduate, Yes,7900000,30700000,10,322, Rejected
 Graduate, Yes,8800000,21300000,14,852, Approved
 Not Graduate, No,4000000,14100000,18,653, Approved
 Graduate, Yes,3900000,9200000,12,737, Approved
 Graduate, Yes,7700000,18900000,2,583, Approved
 Graduate, Yes,3800000,10000000,16,873, Approved
 Graduate, No,8000000,27000000,20,595, Approved
 Graduate, Yes,3400000,11300000,20,871, Approved
 Graduate, Yes,5500000,18800000,12,603, Approved
 Not Graduate, No,7700000,29300000,14,801, Approved
 Graduate, No,4000000,9400000,4,723, Approved
 Not Graduate, Yes,5900000,22600000,18,630, Approved
 Not Graduate, Yes,2600000,9900000,20,368, Rejected
 Graduate, No,6600000,22200000,12,759, Approved
 Not Graduate, Yes,1000000,3000000,18,382, Rejected
 Not Graduate, Yes,800000,2800000,16,645, Approved
 Graduate, No,3200000,6300000,6,878, Approved
 Graduate, No,8400000,23400000,12,350, Rejected
 Graduate, Yes,5800000,17600000,6,720, Approved
 Not Graduate, Yes,7300000,28100000,10,673, Approved
 Graduate, No,3900000,8000000,6,448, Rejected
 Not Graduate, Yes,4600000,16000000,4,720, Approved
 Graduate, No,3600000,12300000,2,300, Approved
 Graduate, No,7500000,28700000,20,520, Rejected
 Graduate, No,5200000,15000000,12,794, Approved
 Graduate, Yes,4400000,10000000,8,875, Approved
 Not Graduate, Yes,5100000,12900000,14,533, Rejected
 Graduate, No,6000000,23600000,6,776, Approved
 Graduate, No,3800000,11400000,6,706, Approved
 Graduate, No,2800000,10900000,2,710, Approved
 Graduate, Yes,6500000,18300000,4,333, Rejected
 Not Graduate, Yes,1600000,6400000,4,787, Approved
 Graduate, No,5500000,18600000,12,569, Approved
 Graduate, Yes,9600000,20100000,16,427, Rejected
 Graduate, No,7000000,27800000,16,640, Approved
 Not Graduate, No,4000000,8100000,16,312, Rejected
 Not Graduate, Yes,8100000,30900000,12,464, Rejected
 Not Graduate, Yes,6600000,22800000,8,490, Rejected
 Graduate, No,4100000,10200000,12,431, Rejected
 Graduate, No,6600000,24800000,4,500, Approved
 Graduate, No,5100000,12200000,14,511, Rejected
 Graduate, No,8200000,25200000,18,691, Approved
 Not Graduate, Yes,9500000,24400000,14,696, Approved
 Not Graduate, Yes,7600000,27600000,2,437, Approved
 Not Graduate, Yes,8400000,20800000,12,335, Rejected
 Graduate, No,7600000,25100000,4,671, Approved
 Not Graduate, Yes,1400000,3700000,12,621, Approved
 Not Graduate, Yes,2700000,6800000,10,455, Rejected
 Graduate, Yes,200000,500000,10,856, Approved
 Graduate, No,600000,2100000,16,892, Approved
 Graduate, No,5200000,12900000,16,819, Approved
 Not Graduate, Yes,5100000,11600000,10,308, Rejected
 Graduate, Yes,9200000,18600000,2,889, Approved
 Not Graduate, No,6500000,23200000,18,713, Approved
 Graduate, No,8500000,21000000,6,665, Approved
 Not Graduate, No,2000000,6000000,12,837, Approved
 Not Graduate, Yes,7500000,18000000,20,395, Rejected
 Graduate, Yes,7500000,28900000,10,632, Approved
 Not Graduate, No,2000000,4300000,16,497, Rejected
 Graduate, Yes,1400000,2700000,14,694, Approved
 Not Graduate, Yes,1700000,5600000,2,882, Approved
 Graduate, Yes,5300000,14900000,6,504, Rejected
 Not Graduate, No,8900000,30100000,2,747, Approved
 Graduate, No,9700000,35300000,4,462, Approved
 Graduate, No,9000000,25900000,4,538, Rejected
 Not Graduate, Yes,8500000,30900000,6,664, Approved
 Not Graduate, No,3500000,10900000,4,524, Approved
 Not Graduate, No,500000,1400000,6,464, Rejected
 Graduate, No,8900000,19100000,6,807, Approved
 Not Graduate, Yes,7800000,27200000,18,622, Approved
 Not Graduate, Yes,9800000,27800000,6,827, Approved
 Graduate, No,5200000,19000000,14,687, Approved
 Graduate, No,7400000,19400000,16,835, Approved
 Graduate, Yes,1200000,3300000,6,772, Approved
 Not Graduate, Yes,1000000,3200000,2,710, Approved
 Graduate, Yes,9500000,32500000,14,581, Approved
 Not Graduate, No,4500000,11700000,18,775, Approved
 Graduate, No,4900000,16000000,12,710, Approved
 Not Graduate, Yes,700000,2500000,8,321, Rejected
 Graduate, No,9400000,28300000,20,761, Approved
 Not Graduate, Yes,8300000,31400000,6,674, Rejected
 Graduate, Yes,5600000,13000000,4,899, Approved
 Not Graduate, Yes,4400000,12300000,8,567, Approved
 Graduate, No,2100000,5400000,8,771, Approved
 Not Graduate, Yes,4400000,10600000,4,360, Rejected
 Not Graduate, No,6300000,19600000,6,425, Rejected
 Graduate, No,9900000,30000000,18,496, Rejected
 Not Graduate, No,700000,1600000,20,705, Approved
 Not Graduate, No,3600000,12400000,14,427, Rejected
 Not Graduate, Yes,5600000,21000000,2,552, Approved
 Not Graduate, Yes,1000000,3700000,8,725, Approved
 Graduate, Yes,6400000,15600000,8,553, Approved
 Not Graduate, No,8900000,19100000,2,725, Approved
 Graduate, No,9900000,26100000,2,481, Rejected
 Graduate, Yes,4000000,8600000,4,847, Approved
 Not Graduate, Yes,7300000,25700000,10,666, Approved
 Not Graduate, No,8100000,25400000,6,477, Rejected
 Graduate, Yes,6800000,22100000,4,446, Approved
 Not Graduate, Yes,2600000,8200000,8,630, Approved
 Not Graduate, Yes,300000,1100000,20,613, Approved
 Graduate, Yes,2400000,7500000,4,851, Approved
 Not Graduate, No,6000000,20600000,12,339, Rejected
 Graduate, Yes,3800000,11100000,16,857, Approved
 Graduate, Yes,7000000,22100000,14,467, Rejected
 Graduate, Yes,5400000,12900000,16,355, Rejected
 Not Graduate, No,6400000,16400000,6,428, Rejected
 Not Graduate, Yes,7000000,24000000,14,450, Rejected
 Not Graduate, Yes,2100000,4600000,4,348, Rejected
 Not Graduate, Yes,4400000,15000000,12,459, Rejected
 Not Graduate, No,8000000,31000000,8,847, Approved
 Not Graduate, Yes,3900000,8300000,18,523, Rejected
 Graduate, No,4700000,15200000,10,786, Approved
 Graduate, No,6800000,21200000,14,300, Rejected
 Not Graduate, Yes,1800000,6500000,12,728, Approved
 Not Graduate, Yes,8600000,32000000,4,497, Approved
 Not Graduate, Yes,3600000,13700000,10,548, Rejected
 Graduate, Yes,6800000,22900000,6,576, Approved
 Graduate, Yes,1100000,4100000,20,863, Approved
 Graduate, Yes,4000000,8400000,8,717, Approved
 Graduate, No,2500000,5900000,12,668, Approved
 Graduate, No,5400000,17400000,10,335, Rejected
 Not Graduate, No,6600000,13600000,4,861, Approved
 Not Graduate, No,6000000,14900000,2,321, Rejected
 Graduate, Yes,2200000,8300000,10,585, Approved
 Graduate, No,8800000,18500000,10,704, Approved
 Not Graduate, Yes,4000000,10300000,4,819, Approved
 Not Graduate, Yes,3600000,12400000,18,494, Rejected
 Graduate, Yes,8100000,22500000,2,808, Approved
 Not Graduate, Yes,5200000,11000000,12,830, Approved
 Graduate, No,1100000,2800000,14,473, Rejected
 Graduate, No,7500000,29800000,4,392, Approved
 Not Graduate, No,7700000,20300000,12,806, Approved
 Not Graduate, No,5700000,21400000,8,340, Rejected
 Graduate, Yes,5000000,13900000,8,555, Approved
 Not Graduate, No,500000,1200000,16,499, Rejected
 Graduate, No,8900000,21300000,10,467, Rejected
 Not Graduate, No,1700000,6600000,4,797, Approved
 Not Graduate, Yes,500000,1300000,18,762, Approved
 Not Graduate, Yes,9900000,36500000,16,562, Approved
 Graduate, No,8400000,21800000,2,492, Rejected
 Not Graduate, Yes,500000,1700000,4,824, Approved
 Graduate, No,1700000,5700000,10,602, Approved
 Not Graduate, Yes,6500000,18300000,10,722, Approved
 Not Graduate, No,8900000,28400000,6,709, Approved
 Not Graduate, No,400000,1400000,4,302, Approved
 Not Graduate, No,5700000,12300000,6,364, Rejected
 Not Graduate, Yes,9600000,23800000,12,389, Rejected
 Graduate, Yes,8500000,20000000,16,786, Approved
 Graduate, No,4000000,11500000,8,434, Rejected
 Not Graduate, Yes,6300000,18100000,6,671, Approved
 Graduate, Yes,4000000,14700000,8,376, Rejected
 Graduate, No,9400000,32200000,6,898, Approved
 Graduate, Yes,4100000,15500000,10,836, Approved
 Graduate, Yes,1100000,4400000,6,515, Rejected
 Not Graduate, No,8700000,24800000,20,360, Rejected
 Graduate, Yes,4900000,12800000,2,691, Approved
 Not Graduate, Yes,2800000,9100000,14,510, Rejected
 Graduate, No,9600000,23200000,18,389, Rejected
 Graduate, Yes,6900000,19000000,14,348, Rejected
 Not Graduate, Yes,2300000,8100000,2,504, Approved
 Not Graduate, No,6800000,21300000,20,658, Approved
 Not Graduate, Yes,2200000,5400000,16,641, Approved
 Not Graduate, No,5900000,19800000,20,327, Rejected
 Graduate, Yes,7000000,20300000,18,726, Approved
 Graduate, Yes,9600000,34100000,20,828, Approved
 Graduate, No,6500000,14500000,12,755, Approved
 Not Graduate, Yes,3800000,7600000,20,788, Approved
 Graduate, No,9400000,25100000,20,832, Approved
 Not Graduate, No,2100000,8200000,4,554, Approved
 Not Graduate, Yes,8500000,26200000,8,811, Approved
 Graduate, Yes,3800000,12000000,2,649, Approved
 Not Graduate, Yes,3400000,9700000,20,830, Approved
 Graduate, Yes,5600000,11700000,6,707, Approved
 Graduate, Yes,8500000,33700000,10,483, Rejected
 Not Graduate, Yes,2100000,5500000,18,349, Rejected
 Graduate, No,400000,1500000,4,846, Approved
 Not Graduate, No,7900000,31500000,20,386, Rejected
 Not Graduate, No,6900000,19200000,12,408, Rejected
 Not Graduate, Yes,1800000,3900000,2,764, Approved
 Graduate, Yes,1200000,3200000,18,473, Rejected
 Not Graduate, No,3600000,9800000,12,654, Approved
 Graduate, No,7200000,22800000,2,551, Approved
 Graduate, No,9400000,21800000,6,850, Approved
 Graduate, No,9000000,24200000,4,646, Approved
 Not Graduate, Yes,1000000,2100000,8,793, Approved
 Not Graduate, No,5600000,19900000,16,551, Approved
 Graduate, No,900000,2600000,4,346, Rejected
 Not Graduate, Yes,9000000,19100000,14,540, Rejected
 Not Graduate, No,3100000,9000000,20,892, Approved
 Not Graduate, Yes,8000000,20700000,6,570, Approved
 Not Graduate, Yes,3500000,11300000,16,874, Approved
 Graduate, No,3900000,12600000,8,553, Approved
 Graduate, No,9700000,34500000,10,649, Approved
 Graduate, No,4500000,15800000,14,439, Rejected
 Not Graduate, No,6800000,24800000,8,621, Approved
 Not Graduate, No,6300000,18600000,14,872, Approved
 Graduate, No,4900000,18500000,8,492, Rejected
 Graduate, No,4800000,18600000,6,618, Approved
 Graduate, No,7500000,15800000,18,458, Rejected
 Not Graduate, No,5200000,13900000,4,422, Rejected
 Not Graduate, Yes,9400000,30900000,20,873, Approved
 Not Graduate, No,3200000,10000000,14,610, Approved
 Not Graduate, Yes,3600000,13200000,20,546, Rejected
 Not Graduate, Yes,3400000,7200000,8,741, Approved
 Graduate, No,2100000,8200000,6,754, Approved
 Graduate, No,7200000,15100000,8,379, Rejected
 Graduate, No,4500000,16900000,18,455, Rejected
 Graduate, Yes,2600000,9000000,20,615, Approved
 Graduate, Yes,6400000,21700000,10,384, Rejected
 Graduate, No,6400000,25100000,16,628, Approved
 Graduate, No,3100000,11200000,16,865, Approved
 Graduate, No,1800000,5300000,2,679, Approved
 Graduate, Yes,9300000,19000000,14,689, Approved
 Not Graduate, Yes,6500000,13800000,10,636, Approved
 Not Graduate, No,3100000,6600000,20,837, Approved
 Not Graduate, No,2300000,8500000,12,557, Approved
 Graduate, No,500000,1700000,10,324, Rejected
 Not Graduate, Yes,3700000,9300000,14,531, Rejected
 Not Graduate, Yes,8600000,21400000,14,476, Rejected
 Graduate, No,2600000,8500000,4,775, Approved
 Not Graduate, Yes,7100000,18000000,20,477, Rejected
 Not Graduate, Yes,7000000,19800000,16,682, Approved
 Not Graduate, No,8300000,17700000,12,334, Rejected
 Graduate, Yes,6800000,23900000,12,565, Approved
 Not Graduate, Yes,9900000,25700000,2,340, Rejected
 Graduate, No,5100000,11000000,14,322, Rejected
 Graduate, Yes,3500000,10700000,8,883, Approved
 Graduate, Yes,4300000,12800000,16,346, Rejected
 Graduate, Yes,5300000,20200000,2,861, Approved
 Graduate, Yes,6400000,21900000,12,699, Approved
 Graduate, No,9300000,27200000,8,629, Approved
 Graduate, No,1100000,3100000,14,359, Rejected
 Not Graduate, No,7100000,27000000,10,430, Rejected
 Not Graduate, No,1100000,3300000,18,417, Rejected
 Graduate, No,1900000,5200000,6,896, Approved
 Not Graduate, No,1300000,3900000,16,690, Approved
 Graduate, No,7500000,22800000,16,347, Rejected
 Not Graduate, No,2400000,7000000,4,539, Rejected
 Graduate, Yes,2500000,8000000,8,464, Rejected
 Graduate, No,7500000,16200000,4,310, Rejected
 Not Graduate, No,9300000,36600000,6,431, Rejected
 Not Graduate, No,3300000,10000000,12,489, Rejected
 Not Graduate, Yes,5700000,13900000,12,775, Approved
 Not Graduate, No,300000,600000,6,365, Rejected
 Not Graduate, Yes,1200000,4500000,10,555, Approved
 Graduate, Yes,8200000,29600000,10,457, Rejected
 Not Graduate, No,5500000,12400000,8,580, Approved
 Not Graduate, No,1800000,7200000,20,496, Rejected
 Not Graduate, No,3500000,11400000,16,837, Approved
 Not Graduate, Yes,6000000,13200000,6,455, Rejected
 Graduate, Yes,2700000,9700000,20,551, Approved
 Not Graduate, Yes,5900000,20700000,10,825, Approved
 Not Graduate, Yes,2100000,4200000,18,554, Approved
 Not Graduate, Yes,2000000,5200000,18,400, Rejected
 Not Graduate, No,9000000,34300000,10,853, Approved
 Not Graduate, Yes,7600000,18800000,14,403, Rejected
 Graduate, No,500000,1500000,6,392, Rejected
 Graduate, No,6300000,19000000,20,673, Approved
 Graduate, Yes,3100000,7100000,10,498, Rejected
 Not Graduate, No,1100000,2600000,6,858, Approved
 Graduate, Yes,3900000,14300000,20,477, Rejected
 Not Graduate, Yes,8700000,28200000,12,548, Rejected
 Not Graduate, Yes,6400000,23900000,6,300, Rejected
 Graduate, Yes,200000,800000,12,483, Rejected
 Graduate, No,2400000,5800000,20,384, Rejected
 Not Graduate, No,8900000,35200000,10,894, Approved
 Not Graduate, No,6100000,14800000,10,492, Rejected
 Not Graduate, Yes,7600000,25700000,4,607, Approved
 Not Graduate, No,900000,2400000,16,701, Approved
 Not Graduate, Yes,7100000,19700000,20,890, Approved
 Not Graduate, Yes,5000000,14600000,10,808, Approved
 Graduate, Yes,2000000,7400000,20,596, Approved
 Graduate, Yes,2600000,6200000,14,421, Rejected
 Graduate, Yes,7000000,14900000,20,495, Rejected
 Graduate, No,3900000,9800000,6,604, Approved
 Graduate, No,8400000,32600000,4,509, Approved
 Graduate, Yes,200000,600000,8,852, Approved
 Not Graduate, Yes,1900000,6700000,16,893, Approved
 Not Graduate, Yes,9200000,33000000,14,874, Approved
 Not Graduate, Yes,300000,500000,6,386, Rejected
 Graduate, No,6300000,18100000,4,590, Approved
 Not Graduate, No,6100000,23500000,14,510, Rejected
 Graduate, Yes,7800000,25600000,6,523, Rejected
 Graduate, Yes,2000000,6700000,8,461, Rejected
 Not Graduate, No,1900000,5600000,2,832, Approved
 Not Graduate, Yes,3300000,9600000,18,896, Approved
 Not Graduate, Yes,9500000,26000000,2,732, Approved
 Graduate, Yes,3500000,13900000,16,301, Rejected
 Graduate, No,4400000,15800000,4,701, Approved
 Not Graduate, No,2000000,4000000,14,502, Rejected
 Not Graduate, No,9200000,19500000,12,742, Approved
 Not Graduate, No,2200000,5000000,2,755, Approved
 Not Graduate, No,1900000,7100000,2,834, Approved
 Graduate, Yes,8700000,18400000,12,394, Rejected
 Graduate, Yes,9700000,19700000,4,663, Approved
 Graduate, No,9400000,20300000,10,649, Approved
 Not Graduate, Yes,8000000,23200000,14,738, Approved
 Not Graduate, No,1000000,2000000,4,524, Rejected
 Not Graduate, No,5300000,14600000,16,855, Approved
 Graduate, Yes,1400000,5400000,20,304, Rejected
 Graduate, Yes,1600000,3800000,12,532, Rejected
 Graduate, Yes,3400000,8500000,6,584, Approved
 Graduate, No,7800000,28700000,4,447, Approved
 Not Graduate, No,7100000,19900000,14,852, Approved
 Not Graduate, Yes,6000000,13100000,2,368, Rejected
 Not Graduate, Yes,8200000,28900000,10,447, Rejected
 Graduate, No,3900000,11400000,20,867, Approved
 Not Graduate, Yes,8400000,17600000,12,397, Rejected
 Graduate, No,9700000,19400000,20,798, Approved
 Not Graduate, Yes,8300000,26300000,20,530, Rejected
 Graduate, No,2500000,9900000,16,356, Rejected
 Graduate, No,6100000,24000000,18,718, Approved
 Not Graduate, No,5000000,13000000,10,459, Rejected
 Not Graduate, No,9500000,22200000,8,571, Approved
 Graduate, No,5700000,20500000,8,412, Rejected
 Graduate, Yes,5000000,12500000,20,604, Approved
 Not Graduate, Yes,8600000,20600000,16,449, Rejected
